Time: 15-Jan-17 15:02:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:43; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:45; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:47; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 17-Jan-17 18:34:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 99
Time: 17-Jan-17 18:34:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 80
Time: 17-Jan-17 18:34:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 18:34:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 18:34:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 17-Jan-17 18:34:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 18:34:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 18:34:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 18:35:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 18:35:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 18:35:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:35:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:35:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 18:35:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 18:35:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 18:35:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 18:36:18; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 18:36:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 18:36:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 18:36:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 99
Time: 17-Jan-17 18:36:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 99
Time: 17-Jan-17 18:36:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 80
Time: 17-Jan-17 18:36:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 18:37:58; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 18:37:58; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 18:37:59; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -99.4521895368273; Low: -95; High: 85
Time: 17-Jan-17 18:38:18; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 18:38:20; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 18:38:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 18:38:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 18:38:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:38:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:38:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 18:38:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:38:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:38:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 18:41:03; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 18:41:04; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 98.7688340595138; Low: -95; High: 85
Time: 17-Jan-17 18:41:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:41:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:41:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:41:08; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 91.3545457642601; Low: -95; High: 85
Time: 17-Jan-17 18:41:08; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 91.3545457642601; Low: -95; High: 85
Time: 17-Jan-17 18:41:08; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 91.3545457642601; Low: -95; High: 85
Time: 17-Jan-17 18:41:10; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 86.6025403784439; Low: -95; High: 85
Time: 17-Jan-17 18:41:10; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 86.6025403784439; Low: -95; High: 85
Time: 17-Jan-17 18:41:10; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 86.6025403784439; Low: -95; High: 85
Time: 17-Jan-17 18:41:18; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 18:41:20; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 18:41:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 18:41:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 18:41:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 18:42:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 99
Time: 17-Jan-17 18:42:02; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 99
Time: 17-Jan-17 18:42:02; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 80
Time: 17-Jan-17 18:44:04; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 18:44:04; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 18:44:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:44:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:44:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:44:08; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 91.3545457642601; Low: -95; High: 85
Time: 17-Jan-17 18:44:08; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 91.3545457642601; Low: -95; High: 85
Time: 17-Jan-17 18:44:08; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 91.3545457642601; Low: -95; High: 85
Time: 17-Jan-17 18:44:10; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 86.6025403784439; Low: -95; High: 85
Time: 17-Jan-17 18:44:10; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 86.6025403784439; Low: -95; High: 85
Time: 17-Jan-17 18:44:10; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 86.6025403784439; Low: -95; High: 85
Time: 17-Jan-17 18:44:18; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 18:44:20; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 18:44:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 18:44:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 18:44:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 18:44:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 18:44:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 18:44:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 17-Jan-17 18:44:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:44:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:44:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 18:44:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 18:44:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 18:44:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 18:44:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 18:44:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:44:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:44:54; Tag:AI 2; Description: ; Type: Low boundary exceeded; AlarmID: 10; Tag Value: -95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:45:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 99
Time: 17-Jan-17 18:45:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 99
Time: 17-Jan-17 18:45:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 80
Time: 17-Jan-17 18:45:18; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 18:45:20; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 18:45:22; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 18:45:24; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 18:45:26; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 18:45:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 18:45:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 18:45:28; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 17-Jan-17 18:45:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 99
Time: 17-Jan-17 18:45:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 99
Time: 17-Jan-17 18:45:30; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 100; Low: 0; High: 80
Time: 17-Jan-17 18:45:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 18:45:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 99
Time: 17-Jan-17 18:45:32; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.4521895368273; Low: 0; High: 80
Time: 17-Jan-17 18:45:34; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 97.8147600733806; Low: 0; High: 80
Time: 17-Jan-17 18:45:36; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 95.1056516295154; Low: 0; High: 80
Time: 17-Jan-17 18:45:38; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 91.3545457642601; Low: 0; High: 80
Time: 17-Jan-17 18:45:40; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 86.6025403784439; Low: 0; High: 80
Time: 17-Jan-17 18:45:42; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 18:51:18; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 80.9016994374947; Low: 0; High: 80
Time: 17-Jan-17 18:51:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 18:51:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:54:04; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 18:54:04; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 97.8147600733806; Low: -95; High: 85
Time: 17-Jan-17 18:54:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:54:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:54:06; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 95.1056516295154; Low: -95; High: 85
Time: 17-Jan-17 18:54:08; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 91.3545457642601; Low: -95; High: 85
Time: 17-Jan-17 18:54:08; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 91.3545457642601; Low: -95; High: 85
Time: 17-Jan-17 18:54:09; Tag:AI 2; Description: ; Type: High boundary exceeded; AlarmID: 10; Tag Value: 91.3545457642601; Low: -95; High: 85
Time: 17-Jan-17 18:54:19; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 18:54:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 18:54:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 18:54:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 18:54:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 18:54:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:54:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:54:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 18:54:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:54:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:54:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 18:54:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 18:54:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 18:54:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 18:54:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 18:54:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 18:58:19; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 18:58:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 18:58:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 18:58:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 18:58:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 18:58:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:58:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:58:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 18:58:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:58:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:58:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
Time: 17-Jan-17 18:58:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 18:58:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 18:58:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 18:58:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 18:58:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 18:59:19; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 83.8670567945424; Low: 0; High: 80
Time: 17-Jan-17 18:59:21; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 89.1006524188368; Low: 0; High: 80
Time: 17-Jan-17 18:59:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 93.3580426497202; Low: 0; High: 80
Time: 17-Jan-17 18:59:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 96.5925826289068; Low: 0; High: 80
Time: 17-Jan-17 18:59:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 98.7688340595138; Low: 0; High: 80
Time: 17-Jan-17 18:59:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:59:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 99
Time: 17-Jan-17 18:59:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 2; Tag Value: 99.8629534754574; Low: 0; High: 80
